支那真是傻到一定境界了	HS
除了居住在美国的人會被叫中國豬，我想不到支那豬還能說誰	HS
笑死，支那豬除了吃還會幹嘛	HS
應該係因為龍心嗰陣，啲支那人起初以為狐企喺佢哋嗰邊 (港台啲人都係)，所以覺得俾狐25咗	NHS
是支那Kam怪撚🤣	HS
佢應該是好在意俾人話係垃圾，但又唔唸下佢啲思維同啲支那Kam怪無分別╮(╯_╰)╭	NHS
哪兒個糞坑出來的死支那蛆蟲！！	HS
又是一個丑陋的支那賤畜。	HS
我看过，但是没有看过你这么贱的支那豚	HS
不要當跪舔的支那畜。世界就不會存在。	NHS
说谁是弱智？合着您不是中国人是支那人是吧	NHS
支那人的店铺被黑人暴徒烧少了，应该多烧。，，，	HS
以前的我：中國人也很可憐耶，他們也沒辦法選擇自己父母	NHS
那是相当的出色，粉左支蛆一起耍流氓。	NHS
小奸出來打球喇🤗變成支言支語支那人知道白痴嗎🤗支那這麼美好怎麼還住在在台灣阿🤗	NHS
支那人就这啊 自己提出一个理由 却让对手去找论据？怪不得在国际社会上你们蜘蛛的形象就是这	NHS
就事论事其实没问题的，我就挺烦那些左一口黑命贵右一口支那逼，完了再批斗批斗腊肉就能显得自己有多么人上人的话	NHS
丑化朋友？谁和你们支那人是朋友？侮辱人是不是	HS
支那賤畜滿腦子想要把我们弄垮！	NHS
八旗的那個富察真是讓我覺得噁心到極點，支那人就是可恶。	HS
这才是制度性歧视，丑陋的支那人不该被厌恶？ 	HS
我老只想看支那人被拳，對象是誰都好！	HS
滯臺支那狗猽黨還許多法国人相信它們 農民更多 政府真的無須浪費時間援助牠們!	NHS
我们目前唯一敵人就是支那人	HS
支那瞄準臺灣2000枚以上飛彈會不會来到	NHS
支那賤氓就是最劣等的人类！	HS
當然也不給他們公民權😊一律當支那人赶出去，不好吗	NHS
北京六四民運，共匪屠殺萬人。鐵證如山。你支那白痴，還在撒谎！？ 	NHS
🥜🍻😎緬甸一名華僑因兒子遭軍警射殺，公開呼籲全球介入，並激動地說，她雖是中國人卻痛恨中國。	NHS
那特猫眼瞎了还是耳聋了？你真是有病！？最坏就特猫数你们这种支那人了！	HS
支那为什么是不好意思？今天科普一下。这个神是喜欢献活人祭婴儿祭的…	NHS
有这条老母蛆的女婿在美国开的烧腊店，老母蛆恶人先告状倒打一耙之后，最后经典的她们，全家老少都是支那两脚兽	NHS
謝謝，你也覺得你是一個很好的支那人。	NHS
因为你是个个支那人😉	NHS
我就見過喺巴士度有個男人開大聲YouTube 睇支那戲，俾其他人大聲鬧佢	NHS
支那根本不在乎我们提任何議題，牠要的是台灣這座島。	NHS
什么马列共产都是接口你们就是觉得你个支那猪敢和盎撒白人老爷这么说话你造反啊你觉得李鸿章好	NHS
日本应该军队正常化并拥核，中国应该做好与共匪血战到底的准备，美国应该做好接管支那部分领土的准备，那土地在支那人手里实在是暴殄天物！	HS
遮掩的支那人	HS
我想要“支那人不吃，这一套餐”。 	NHS
强国人叫别人奶奶，没想到反炸成自己当了别人孙子的东西. 支那文化使用不当就反伤自身，果然是高深武学	NHS
感觉网上一帮拿到绿卡的自由世界的人，骂着我们这些国内日子逐渐好起来甚至已经超过他们的国人是韭菜，是奴才，不知道反抗。找他们问话时候他们会一哄而散，嘴里还骂着真是一群支那猪，给你们民主自由了你们也过不好。	NHS
处罚支那的行为！尖阁诸岛是日本领地。#TheMIPN	NHS
是个病态的看番。港渣	HS
大陆人民一口一个废青港渣不恶毒？声称对台湾留岛不留人不恶毒？这时候政治问题不要牵涉到人民了？我看你们还是太善良，大陆猪死光才是好	HS
这回做法最丑陋的是湾湾和港渣！	HS
你仆街 你妈仆街 你爸仆街 你全家仆街 有本事别吃我们的米 水 蔬菜水果啊 港渣	HS
這些港渣垃圾，十足的窩囊廢”只敢襲擊手無寸鐵的弱勢，跟台灣的1450完全一個樣！	HS
因为这帮种族歧视大陆同胞手段恶劣的港渣根本就不值得喜欢	HS
港渣看了會很高兴，但是他很可能也是港人，或者台灣人、韓國人、日本人、新加坡人、馬來華人	NHS
没事你们香港港渣多集会集会，都死了才好，肺炎快速传染给你们看你们还集中不白痴，美国也快爆发了，也集中集中，轮子不用来，各大宗教不用戴口罩检测，会自愈的呵呵红红火火恍恍惚惚	HS
心都看碎了，这些港渣为什么还能不回家？？	NHS
小混混還抬舉了”這些連人都不是...所以才叫：曱甴（蟑螂）、港渣。	NHS
港渣一一一上天会收照顾的	HS
港渣啊，继续闹吧，加油啊！	NHS
其实，香港人因为自傲而反中的恶果很快就显示出来，零售业，旅游业因反中而冲击，加上疫情，基本上彻底玩完了。如果香港被恶劣港渣把持，会彻底走向未日！	NHS
推特的东西：呆蛙难波万，港渣难波尿	NHS
推特这边轮子弯弯港渣最喜欢这些夸大结果	NHS
轮子和港渣经常爱玩这种无聊的东西	NHS
轮子庆祝汶川地震大游行，港渣焚烧国旗殴打外国人，藏独奥运会抢夺火炬，疆独的七五事件，囼独就更别提了。还用的着抹黑？随便拎出一件也是国仇家恨。	NHS
就是个大傻逼。港渣不好！	HS
每次看到這些港渣，心痛啊！好好的一個城市，搞得四分五裂，人心惶惶，同人交往也要注意對方是黃是藍，留言小心翼翼，不然起你底，社區街道到處大字報，標語，摧毀生計，普通市民會接受嗎？	NHS
別鬧了”港渣廢青过来！	NHS
手足在秘鲁，你在干嘛。港渣难波尿！	NHS
港渣的智商不断下降	HS
要是这样，港渣早就连渣都不了	HS
没有邪恶中国，你们食饭都赶不上热乎的，一群无脑港渣呆逼	HS
如果是港人普选，林郑也配当特首？这种港渣就不应该生活！	HS
嗯，港渣，这词用的非常好啦！！	NHS
这个港渣早就是不是人	NHS
如果它的二子也被黑警打，它会是什么反应？没人性的港渣	NHS
香港没这么重要！不认为自己是中国人的滚出国家！部分港渣，滚！	NHS
港渣们，你们有这种精力好好发展吧，经济烂的一比，每天无所事事在闹什么，民众永远是无脑的盲从	NHS
一群不要面的港渣	HS
一帮港渣，香港变丑，一天到晚还在说，渣滓！	NHS
看这些图就知道是一群港渣	NHS
可爱的港渣们”带着“自由”气息的动物	HS
每人不杀一百个港渣，不用回家乡了	HS
暴露港渣本质了，分裂中国。真独出去，估计他天天舔的美爹也不敢要。日落帝国自身都难保了。	HS
对，有钱，买遍全球，全球化经济，港渣不明白	HS
从现在起，你不用内地的水，电，瓦斯，还有食品。没脑子的港渣，离开我们，你都没办法生存！	HS
港渣们最终都会被赶出出香港。	HS
中共能收買的－全都是臭要飯的港渣－大都是ＨＫ游手好閑四肢健全－好不勞而獲吃豬食的人	NHS
炸藥都查出來了，還要批遊行，真出現傷亡，這個責任，政府負責還是當局負責。雖然不批的話，有幫港渣包括媒渣又講無自由，香港又死一次，反正香港在它們口中死很多次了，爲避免傷亡，香港再死一次又何妨。	HS
港渣明天不要怂，看你们啦	NHS
亲北京是不是证明这个人有错，做什么都是错的？那样亲英国更有罪！无差别打人，是想打醒一群想做西方狗的港渣而已！	HS
香港人能不能给力点，把这些港渣处理了。	NHS
大陆民众已经看到了港灿港奴港戾们的真面目了，大陆民众人人讨厌这帮港渣	HS
試下返緊公喺公司有咩後果，呢班港渣	NHS
加班清理港渣，当然有需要。香港警察加油	NHS
垃圾港渣，身体不好	HS
你有钱，唔搶你搶邊個？大家認著班港渣	NHS
这些都是港渣的同类，是法国的风景！	NHS
我觉得值得，赶紧去，小康算个屁，人家共产党员为了信仰，生命诚可贵，爱情价更高，但都可以抛弃，这些港渣就不能学学，果断走向国外？	NHS
這些港渣沒給我們看到你們出現在其他地方	NHS
这些港渣最好的结局就和他们一样！请注意，是最好的结局！不知道它们有没有那么幸运！	NHS
一群港渣还好意思把自己标榜为同学。在在殖民地待久了，好不容易获点一点点权利,吃香太难看	HS
在美国闯国会被击毙，港渣看懂了吗?	NHS
港渣们就得过港英时期的生活才罢休，那好还是直接委任吧，就像英国委任港督一样，不好吗！	NHS
推特在中国好？？我只知道自己因发港渣暴徒的恶行被封过号	NHS
好像有个香港女废青跑到德国“庇护”，被难民给杀了。看来港渣废青们希望所谓的自由就是被各种洋货肉棍伺候	NHS
港渣就是而等公民，还想要啥自由？	HS
成套解决这个问题，牛鼻Thumbs up方案一适合台蛙；方案二适合港渣！鉴定完毕！	NHS
如果是的话，此人港渣废青一个。	NHS
港渣给脸不要脸，想要话事权拿枪炮和胆子来。可惜香港二等贱民除了张嘴什么都没有。	HS
港废德国收一半，法国收一半，你们不收是孙子。	NHS
你来统计你来说，你这种数据表我十分钟可以做出来，傻逼玩意，果然港废	HS
英国人是港废的爹，所有人都知道，这还有什么疑问么？	HS
麻烦你们动脑子想想哪个国家多多少少没有点专制和腐败？说实在的中国就是对你们太好了，就是得给你们这帮子乱港废青断水断电你们才知道吃穿用度是从哪儿来的，一帮子废物自个儿啥也不是还乱喷祖国，民族败类，社… 	HS
看过Attacks on Titan没？谁能想到，墙外人，才是真的被洗脑啊！某些反贼典型荣誉马莱人，还是卡的，还不如有BNO的港废呢	HS
跟港废一样, 一张嘴就搞出十几亿敌人, 真是厉害啊	NHS
我草泥马傻逼港独废青，你🐎被🐏狗子操死了是吧？生出你这种忘恩负义的狗，离开香港	HS
港废们怎么不去闹事	NHS
总有一些人，吃我们的，用中国的，来到墙外，还得骂中国。笑死，难道那些人没有接受过教育吗？另外，还有「台独」「港独」「废青」刷着嘴炮，敲着键盘来说中国这些不好那些不好	NHS
这种人跟我不共戴天！垃圾！杀了多少年轻人！开膛破肚，烧杀抢掠！无恶不作，比港独废青还要可恶！这种人就是社会的毒瘤！	HS
不是中国人你用尼玛的汉字？是中国人你又来了？你洋爹现在罩不住你们这帮废青了，黎智英都认罪了，你们这帮废青还远么？港区国安法就是治你们这些废青的，一个都跑不了，蹦跶不了多久的，相信我。	NHS
给港废看啊	NHS
啥，700万香港人才2.7万申请啊？说好的移民潮呢？我还等着看港灿废青们滚蛋呢！真让我不开心！	HS
RT :  应该更新了。河南亲人是骗子。香港人叫废青港灿。新疆同胞是什么。台巴子现在更多叫台蛙。中国人或华人不爱中国，就叫汉奸。土耳其人叫土鸡。穆斯林也称绿绿。纯正美国人只要肤色黑，也叫黑鬼或黑…	NHS
快进到激光笔是逃港废青送过去的😁	NHS
BNO持有者在英国不是三等，而是四等！排在英国公民，英国海外领地公民和英国海外公民的后面。怪不得上次南美哪儿出事儿了，几个港废拿BNO护照找英国领事馆协助，人家屌都不屌他们，真不知道拿这种护照的人脑子是被驴踢过多少次！	HS
赶紧的把港废们拿走吧。	HS
港废们停止！！	NHS
别说活了，港废！	HS
真正的现代民主选票只是非常小部分的体现，民主社会是建立在社会之上的，“你爸是局长你就敢打服务员”“发微博说港废… 	NHS
大家也一样、废青打砸泼汽油绝口不提不新闻里说、港府镇压暴徒废青摄像机全部对准说不民主不人道....你发的这俩视频一个道理、哈哈哈	NHS
OK都随你按媒体下架言论、那脸书推特油管也都下了？自己搜下你们废青的言论都说65.啪啪啪啪打脸疼吗、你闭眼硬扭曲事实我真阻止不了你、有其父必有其子、你美爹跟你如出一辙也闭眼说瞎话… 	NHS
罗贯聪只有在香港从事反华反中搞港独的时候，英国才把他当成动物，但罗贯聪以为自己是猎狗，大象打不动了，自己倒成了落水狗，一辈子孤魂野鬼。圣经上说：抛弃故土的人，终究不得好死。港废就是这样一群白痴！！哈哈哈哈	HS
最后，你说应该感谢那些国家我们是认可的，但感谢的是那些国家的人民，他们用双手创造劳动价值，满足世界市场的需要，值得看好的。反华政客和反华势力我们不欢迎，我们依旧欢迎对中国友好的友人来中国游玩，不会像香港废青对大陆在港者那样，攻击手无寸铁者。	NHS
用光辉岁月给这种反中乱港分子配乐简直是对黄家驹的侮辱，要是他泉下有知不得被你们气活过来再被你们这帮废青气死过去。。。	NHS
能动手别吵吵 sb小编 又是港台吧	NHS
港废已亡，下一个是台湾	NHS
这群港独，废青，真以为这样就能港独？	NHS
RT : 港媒：黑暴为祸，港人活得悽惨！ 	NHS
有些台湾人很愚蠢。有些岛人是台湾人。	NHS
很多中国人告诉我我有东北口音。😂😭 然后呢他们说他们听不出。其实他们是台湾人。	NHS
我认为的是有些台湾人很愚蠢。😀	NHS
所以如果台湾被入侵，国际社会还会像当年伊拉克入侵科威特一样，挺身而出吗？不想台湾人像大陆人一样吧	NHS
我说过我在意台湾人了吗？我们在意的是中国人。而你们也很在意，因为如果你们还自称是中国人的话，说不准哪天就得到好处。	NHS
你比那个台湾人要敬业，因为那个台湾人甚至懒得把文字去掉😂😂😂	NHS
现在是没有具体管。那又怎样？你又能活多久？台湾曾被日本人割走。100年后还不是乖乖的还回来。	NHS
要脸不要脸？要打你时，你说你是中国人，不能打；不打吧，你就叫嚣是台日本人。。	NHS
真奇怪啊，我不是说他们是台湾人，怎么还用中华民国呢？我寻思民国也是中国啊。（南京学子的独白）	NHS
台湾人，怕不怕？跟党走、听党话。	NHS
大陆哪一部分？东北，蒙古，新疆，西藏，日本，都不是汉族传统领土，是满清带进中国的，但追究这些历史意义不大。美国人就不会欢迎你追究同类美国历史。	NHS
台湾我之前比较熟悉的是陈修侃，英国的台湾人，但是后来也成了小道士+喇嘛的混合体。他的色彩本来应该是五大湖区的。类似朗朗挑战BACH名曲，我说他和Svyatoslav Richter比不了，最多是加拿大的五大湖。一些事情是骗不了人… 	NHS
没看到那个领头的是台湾人，他的最最核心的团队是英国和法国的研发团队。 联发科的发展路线完全跟华为不一样，而且华为的4G手机套片比联发科早快两年。 	NHS
这个说得明白！之所以说某些台湾人是井底之蛙，就是因为它们始终看不明白他们只是被控制而不自知。看不到现实、不承认现实。	HS
台湾人这个表态很清楚了。要么用智慧拿。要么承认台湾是独立国家。	NHS
CH上两岸话题仍然是热点，刚在一个公园聊中，许多人都在谈两岸一家亲，同胞，问题正是出在这里，因为同宗同文同胞，所以强势一方就有了统一的理由，两岸同胞这个概念是什么时候才有的？古代是没有的。把台湾人当人看，才是正道。香港直接归党领… 	NHS
中国内政，台湾人要发声可以，其他国家的不要发言……	NHS
继每日吃18KG凤梨之后，台湾人每天又要吃18KG苹果了	NHS
要唔系台湾人愿意包容国民党，国民党早跳台湾海峡喇。 中国人可以返去您们的地方，知吗？ 你牙擦去中国讲，顺便归化中华人民共和国	NHS
可惜很多台湾人不懂国宝的文化，反而去喜欢日韩文化。殊不知，本末倒置。	NHS
小子，你还有羞耻感没有？不打你吧，你说你是台湾人，不是中国人；要打你吧，你又高呼中国人不打中国人。在这里唧唧歪歪纯粹是为了什么，不是在学怎么做人，对吧？长点心吧。	NHS
为什么要玩日本游戏？我玩原神不香？台湾人真的这么没有骨气喜欢到处去吗？不是每个就是日本这么想当狗？	HS
骂台湾人我都是这样骂的:假如苹果保质期7天，凤梨季节30天，十个人每人每天吃一个，每个凤梨10元钱，3个卖凤梨的人每个凤梨能赚1元。凤梨过保质期每个亏10元突然有个人退出不吃了，问这个时…	NHS
正体字这个说法只有台湾人这么说。你在干嘛？	NHS
台湾人是很擅长从他国农民的悲惨境遇中以及损人利己的过程中获取快乐！ 	NHS
没事，台湾人可以去死啊，好吗？	HS
我觉得在你不了解情况下，甚至你连中国人/台湾人都不是的情况下，你应该放弃的。因为这不管你事	NHS
哇哦，台湾人比中国大陆人还厉害	NHS
要唔系台湾人愿意包容国民党，国民党早跳台湾海峡喇。 中国人可以返去中国，知吗？ 你牙擦去其他地方讲，顺便归化中华人民共和国	NHS
就是这样，欧洲其实对亚太的农业经济造成了威胁。中国威胁论在经济上应当着重讨论台湾威胁，台湾不少产业依仗内地市场做大做强，	NHS
都是一些过气的人物，自己在台湾人不人鬼不鬼的，让民进党整得跟三孙子是的，还有脸对大陆说三到四。	NHS
美构筑同盟对付东京，中共需让步；习无人用王岐山再出山，李克强着眼未来；美邀请台湾入民主峰会，一石二鸟护台；中共推疫苗护照，世卫反对歧视｜今天大新闻精要（陈奎德 安华20210311）  	NHS
反贼一秒前：你们政府不能代表中国人，这是绑架......一秒后：我代表香港人，新疆人，澳门人，内蒙人，台湾人，西藏人反抗中国政府！我代表全世界讨厌中国！ 	NHS
我想问问你，台湾大多数都是像你一样脑残的人吗？如果是的，大陆统一我担心拉低我的心情	NHS
台湾人真的也就骗你了	HS
没有证据说话就是放屁。所以台湾人只能一年三百六十五地呱呱呱呱……	HS
纯纯智障儿 字体粗细都看不出来 p图看不出来就知道叫 欧洲疫苗停用了 然后把有害疫苗留给台湾 台湾人就是爱舔西方国家	HS
想起来，上次有个台湾人上大陆的网信办举报我翻墙，已经三个多月了，还一点动静的没有😅😅	NHS
果然，遇到越多的台湾人，就会越讨厌台湾。我自己变得那么偏激，但是对不起，现实已经是这样了。	HS
作为老健力宝（家里）人还是挺心up的，当年被收了然后转手贱卖给台湾佬就一直走下坡路，最后还要捉把沙	NHS
台湾人，维族，藏人就没有这个问题。凡是有解体倾向的族群都不会被赶进中东。这就是隐藏的时间箭头。	NHS
看到1个上了热搜的耽改剧，点进去定睛一看原来是疼讯海外视频的韩剧哦，怪不得这拍的是正儿八经同性恋，咦怎么这个时候认台湾人是人了	NHS
因为你们大言不惭的说出这种话！日本殖民台湾时也是杀了几十万的台湾人！跟你友好个屁啊！	HS
在wetv看台湾人酒后激吻，我老帕呢？	NHS
台湾人并非中国人！！	NHS
有很多台湾人在大陆工作，我认识两个，大家相处的也很融洽。主要的斗争还是在国家领导层吧。平民真的担心政治。	NHS
台蛙废柴觉青美分们，别出来恶心人了。拜你等无脑人所拖累，我看着公司里的台湾同事都觉得他们来自假台湾！	HS
你是众多台湾人当中少数看到这些问题的。补课和学区房，是大陆教育体制改革所带来结果，由于国家对于人才的需求开始变得不同，对于教育… 	NHS
洋人不能用的产物，台湾人就可以承受，这是种族优越论还是种族自贱论？台蛙这个跳跃实在是意想不到啊！ 	NHS
都是一些过气的人物，自己在台湾人不人鬼不鬼的，让民进党整得跟三孙子是的，还有脸对大陆说话。	NHS
7.以后可以搞更多骚操作了8.济南号是艘052C，伯克级好像也挺老的了。据说美军新驱逐舰要抄055，期待一下某舰也像055一样来个大步快跑。至于台湾人？他们又赢麻了9.希望阿富汗人没事，就不打拳了#桐生ココ 	NHS
听说现在民进党高官都在床上探讨如何反中了？不知王八定宇有没有颜射颜若芳啊   还分租 这些人是真当台湾人是呆蛙智障哦   脸皮比猪皮还厚  厉害哦#王定宇   	NHS
你到底有没有脑子 大陆缺食物吗 大陆为什么之前还要进口台湾的东西 不都是为台湾吗 ？再说，这次疫情台湾打着'Taiwancanhelp'旗号到处乱搞，却给过大陆一只口罩吗？台湾人这么没良心，还一次次让大陆献爱心，献你麻卖批	NHS
台湾人气质好，能抗疫，一个疫苗副作用扛扛就过去了。再说了，就算台湾人死了，那他们还有自由和民主啊。就算自由民主也不顶用，还有凤梨啊，岛内都传凤梨治新冠，一天18公斤，怎么着在副作用发生前也撑死了，哪还有什么副作用啊。🤣🤣🤣🤪🤪🤪（是不是该加个狗头？）	NHS
这国家是中国人建立的，不是台湾人	NHS
台湾人怎么生活呢？	NHS
难怪在喷的你们这些是印度人	NHS
印度人就是满脑子都是强奸	HS
救命！有些印度人的英语真的很难听	NHS
不要一直推印度人的帳號給我，麻烦死啦！	HS
你说的这个现象让我想起一个在美国跨国公司做管理的同事。她说：每到开会总是印度人哔哩吧啦地说，中国人大多数沉默。中国人的教育就是从小要听话，没有培… 	NHS
他们本质上就是种族歧视的人，钻在白人至上主义者阵营里就可以一起歧视黑人亚洲人。他们从不相信平等，只是换个主子跟，从被欺负的人变成欺负别人的人。	NHS
德国人和印度人必修的是一节课是道德，印象最深的是马来老师教到其中一课说同性恋是有病，不能成为同性恋。	NHS
换作现一代小朋友接受度还蛮大的，当然也可能只是我的朋友罢了。还是关系亲近才敢问性向，我还是只敢和华人朋友说性向，关系好的友族朋友我也没敢问。马来人和印度人对同性恋很排斥，但我有个成年同性朋友常去同性酒吧，看见很多马来男生就在厕所接吻。	NHS
你的祖宗是德國人，俄國人，黑人還是印度人? 🤣🤣🤣	NHS
也只有喝牛尿和恒河水的印度人会信是家吧😋	HS